title,author/0,translator/0,o_title,o_language/0,wikidata,notes,links,volume,nybc_id,date,downloads,item_size,place/0,publisher/0,year,author/1,author/2,author/3,place/1,author/4,author/5,translator/1,o_language/1,place/2,publisher/1,o_language/2,translator/2,translator/3,translator/4
Mabl tsveyter teyl fun der trilogye,"Sienkiewicz, Henryk","Blayshtift, Moyshe",Potop,Polish,Q59622062,,,3,nybc203892,1926-01-01T00:00:00Z,131,143610561,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Mabl tsveyter teyl fun der trilogye,"Sienkiewicz, Henryk","Blayshtift, Moyshe",Potop,Polish,Q59622063,,,1,nybc203924,1926-01-01T00:00:00Z,134,180725656,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Mabl tsveyter teyl fun der trilogye,"Sienkiewicz, Henryk","Blayshtift, Moyshe",Potop,Polish,Q59622064,,,6,nybc203895,1926-01-01T00:00:00Z,129,67247815,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Mabl tsveyter teyl fun der trilogye,"Sienkiewicz, Henryk","Blayshtift, Moyshe",Potop,Polish,Q59622065,,,5,nybc203894,1926-01-01T00:00:00Z,116,144759677,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Mabl tsveyter teyl fun der trilogye,"Sienkiewicz, Henryk","Blayshtift, Moyshe",Potop,Polish,Q59622066,,,2,nybc203891,1926-01-01T00:00:00Z,223,84595170,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Mabl tsveyter teyl fun der trilogye,"Sienkiewicz, Henryk","Blayshtift, Moyshe",Potop,Polish,Q59622067,,,4,nybc203893,1926-01-01T00:00:00Z,117,99429251,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
kvo vadis = Quo vadis,"Sienkiewicz, Henryk","Daytsher, Yitskhak",Quo Vadis,Polish,Q335315,,,2,nybc203885,1928-01-01T00:00:00Z,175,131317321,Warsaw,Bzshoza,1928,,,,,,,,,,,,,,
kvo vadis = Quo vadis,"Sienkiewicz, Henryk","Daytsher, Yitskhak",Quo Vadis,Polish,Q335315,,,1,nybc203884,1928-01-01T00:00:00Z,276,137986112,Warsaw,Bzshoza,1928,,,,,,,,,,,,,,
Iber midboryes un vistenishn roman far yugnt,"Sienkiewicz, Henryk","Rozenberg, Shloyme",W pustyni i w puszczy,Polish,Q2981270,,,,nybc211563,1928-01-01T00:00:00Z,177,120535165,Vilne,B. Kletskin,1928,,,,,,,,,,,,,,
Di mishpokhe Polanetski,"Sienkiewicz, Henryk","Shper, Yoyne",Rodzina Połanieckich,Polish,Q9311644,,,2,nybc203888,1926-01-01T00:00:00Z,128,104717866,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Di mishpokhe Polanetski,"Sienkiewicz, Henryk","Shper, Yoyne",Rodzina Połanieckich,Polish,Q9311645,,,1,nybc203887,1926-01-01T00:00:00Z,161,99452730,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Di mishpokhe Polanetski,"Sienkiewicz, Henryk","Shper, Yoyne",Rodzina Połanieckich,Polish,Q9311646,,,3,nybc203889,1926-01-01T00:00:00Z,136,130007563,Warsaw,Kh. Bzhoza,1926,,,,,,,,,,,,,,
Der fashizm zayn antshteyung un antviklung,"Silone, Ignazio","Khmurner, Y.",Il fascismo. Origini e sviluppo,Italian,Q3792679,,,,nybc202620,1935-01-01T00:00:00Z,138,83250612,Warsaw,[o. fg.],1935,,,,,,,,,,,,,,
100% roman fun a patriot,"Sinclair, Upton","Shapir, S.",100.00%,English,,,,,nybc202635,1923-01-01T00:00:00Z,188,117659423,Warsaw,"Farlag ""Di velt""",1923,,,,,,,,,,,,,,
Boston,"Sinclair, Upton","Fogelman, Mark",Boston,English,Q4947714,,,1,nybc204653,1930-01-01T00:00:00Z,202,89068510,Warsaw,Y. A. Tsuker,1930,,,,,,,,,,,,,,
Petroleum roman,"Sinclair, Upton","Erlekh, A.",Oil!,English,Q7081270,,,2,nybc208932,1928-01-01T00:00:00Z,168,83156660,Warsaw,Sh. Goldfarb,1928,,,,,,,,,,,,,,
Petroleum roman,"Sinclair, Upton","Erlekh, A.",Oil!,English,Q7081270,,,1,nybc208931,1928-01-01T00:00:00Z,824,158119180,Warsaw,Sh. Goldfarb,1928,,,,,,,,,,,,,,
Briv tsum arbeter,"Sinclair, Upton","Bornshteyn, Elim",Letters to Judd,English,,,,,nybc204804,2021-09-19T00:00:00Z,132,30360137,Warsaw,Yatshkovski,unknown,,,,New York,,,,,,,,,,
Boston,"Sinclair, Upton","Fogelman, Mark",Boston,English,Q4947714,,,2,nybc204654,1930-01-01T00:00:00Z,133,90485450,Warsaw,Y. A. Tsuker,1930,,,,,,,,,,,,,,
Der zukher fun emes roman,"Sinclair, Upton","Fogelman, Mark",Samuel the Seeker,English,,,,,nybc208930,1927-01-01T00:00:00Z,169,61561227,Warsaw,Sh. Goldfarb,1927,,,,,,,,,,,,,,
Dos bukh fun lebn,"Sinclair, Upton","Rapoport, Y.",unknown,,,,,,nybc208929,1929-01-01T00:00:00Z,149,113581553,Warsaw,"Farlag ""Yatshkovskis bibliotek""",1929,,,,New York,,,,,,,,,,
Der boym fun gezuntheyt,"Sleptsova, M.",Yedidye,Дерево здоровья,Russian,,,,,nybc205214,1924-01-01T00:00:00Z,104,4891736,Vilne,Naye Yidishe folksshul,1924,,,,,,,,,,,,,,
Olga Org :,"Slezkin, Yuri","Reyz, B.",Ольга Орг,Russian,,,,,nybc214459,1921-01-01T00:00:00Z,72,300073911,Warsaw,Renesans,1921,,,,,,,,,,,,,,
Der alveltlekher ekonomisher krizis un di kinder fun di arbetndike,"Smirnov, Alexander","Marshak, Daniyel, 1872-1937",Мировой экономический кризис и дети трудящихся,Russian,,,,,nybc211137,1933-01-01T00:00:00Z,125,44274968,Minsk,Melukhe-farlag fun vaysrusland,1933,,,,,,,,,,,,,,
"Der, vos hot geblondzshet","Smolenskin, Perez","Epelboym, B.",התועה בדרכי החיים,Hebrew,,,,2,nybc202840,1927-01-01T00:00:00Z,390,85479140,Warsaw,Sefer,1927,,,,,,,,,,,,,,
"Der, vos hot geblondzshet","Smolenskin, Perez","Epelboym, B.",התועה בדרכי החיים,Hebrew,,,,1,nybc202839,1927-01-01T00:00:00Z,419,67008520,Warsaw,Sefer,1927,,,,,,,,,,,,,,
"Der shtodt moser, oder, Begroben kvures-khamer","Smolenskin, Perez","Rabinovitsh, Yitskhak",קבורת חמור,Hebrew,,,,,nybc203664,2021-09-19T00:00:00Z,173,40336125,New York,M. khinski,unknown,,,,,,,,,,,,,,
Di foyst :,"Sokolicz, Antonina","Toybenshlag, Kh.",unknown,Polish,,,,,nybc213531,1923-01-01T00:00:00Z,79,114487254,New York,Farlag H. toybenshlag,1923,,,,,,,,,,,,,,
Oysgevehlte shriften originele un iberzetsungen,"Sokolow, Nahum",unknown,unknown,Hebrew,,,,,nybc204339,1911-01-01T00:00:00Z,154,46601507,Warsaw,F. kantorovitsh,1911,,,,,,,,,,,,,,
Der kishef fun troyer,"Sologub, Fyodor","Landoy, Zisha",Очарование печали,Russian,,,,,nybc212707,1919-01-01T00:00:00Z,97,70321095,New York,Di heym,1919,,,,,,,,,,,,,,
Yesoydes fun der eltster Yudisher kultur-geshikhte,"Soloveichik, Max","Aizenshtadt, Shmuel, 1886-1970",Очерки по еврейской истории и культуре,Russian,,,,,nybc202811,1922-01-01T00:00:00Z,160,235891705,Vilne,B. Kletskin,1922,,,,,,,,,,,,,,
Eyn tog in lebn fun Yvan Denisovitsh,"Solzhenitsyn, Alexander","Gostkinski, Zalman",Один день Ивана Денисовича,Russian,Q27321,,,,nybc208822,1970-01-01T00:00:00Z,280,47584690,Tel-Aviv,Y. L. Perets,1970,,,,,,,,,,,,,,
"Libe, luksus un kapitalizm","Sombart, Werner","Rapoport, Y.","Liebe, Luxus und Kapitalismus",German,Q11492043,,,,nybc203079,1929-01-01T00:00:00Z,272,71811783,Warsaw,Y. Yatshkovski,1929,,,,New York,,,,,,,,,,
Sefer taame ha-minhagim oyf Ivri taytsh,"Sperling, Abraham","Sperling, Abraham",טעמי המנהגים,Hebrew,Q7045819,,,,nybc211535,1909-01-01T00:00:00Z,269,66461864,Lemberg,verlag A.J. Sperling,1909,,,,,,,,,,,,,,
Di etik der veg tsu a fuler un tsufridener lebn,"Spinoza, Benedictus","Viner, Shmuel","Ethica, ordine geometrico demonstrata",Latin,Q862816,,,,nybc210519,1963-01-01T00:00:00Z,758,53446495,Tel-Aviv,Y. L. Perets,1963,,,,,,,,,,,,,,
Der teologish-politisher traktat,"Spinoza, Benedictus","Perelman, N.",Tractatus theologico-politicus,Latin,Q970102,,,,nybc210521,1930-01-01T00:00:00Z,308,96133723,New York,M. Yankovits,1930,,,,,,,,,,,,,,
Di zilberne glitshers,"Dodge, Mary Mapes","Khatskels, Helene",Hans Brinker,English,Q2710575,Don’t know why the author’s name is listed as Stal,,,nybc213425,1938-01-01T00:00:00Z,174,20218731,Vilne,"farlag ""Naye yidishe shul""",1938,,,,,,,,,,,,,,
Ṿegn der groyser foterlendisher milkhome funem Soṿetn-Farband,"Stalin, Joseph",unknown,О Великой Отечественной войне,Russian,,,,,nybc211131,1947-01-01T00:00:00Z,197,288455087,Moscow,Der emes,1947,,,,,,,,,,,,,,
vegn dem rekhtn opnoyg in AL.K.P.(B),"Stalin, Joseph",unknown,О правом уклоне в ВКП(б),Russian,,,,,nybc202274,1930-01-01T00:00:00Z,161,20647169,Moscow,Tsentraler felker-farlag fun F.S.S.R.,1930,,,,Kharkiv,,,,,Minsk,,,,,
Fundamentn fun Leninizm,"Stalin, Joseph",unknown,Об основах ленинизма,Russian,Q60761352,,,,nybc210600,1935-01-01T00:00:00Z,173,33962043,New York,Idbyuro,1935,,,,,,,,,,,,,,
vegn di natsionale momentn in der partey- un melukhe-boyung (fortrog afn XII tsuzamenfor fun RK(B) 17-25 Aprel 1923 y.),"Stalin, Joseph",unknown,И. Сталин. XII СЪЕЗД РКП(б),Russian,,,http://www.hrono.ru/libris/stalin/5-2.html,,nybc202272,1933-01-01T00:00:00Z,150,24026102,Moscow,Emes,1933,,,,,,,,,,,,,,
mitn slusvort un rezolutsye funm tsunamenfor ibern barikht fun Ts. k.,"Stalin, Joseph",unknown,Политический отчет Центрального Комитета XVI съезду ВКП(б) 27 июня 1930 г.,Russian,,,,,nybc211115,1930-01-01T00:00:00Z,165,51821593,Moscow,Der emes,1930,,,,,,,,,,,,,,
vegn Leninen Lenin als organizater ...,"Stalin, Joseph",unknown,unknown,Russian,,anthology,,,nybc211118,1934-01-01T00:00:00Z,153,27410557,Minsk,Partey-farlag,1934,,,,,,,,,,,,,,
"Der sotsyal-demokratisher opnoyg in der AL.k.P.(B.) fortrog un shlus-vort, gehaltn af der Xv konferents fun der AL.k.P.(B.)","Stalin, Joseph",unknown,unknown,Russian,,,,,nybc211116,1927-01-01T00:00:00Z,138,70015203,Moscow,Shul un bukh,1927,,,,,,,,,,,,,,
"vegn di yesoydes fun Leninizm lektsyes, geleyent in Sverdlover universitet onheyb April 1924 yor ; Tsu di fragn fun Leninizm","Stalin, Joseph",unknown,Об основах ленинизма,Russian,Q60761352,,,,nybc204644,1948-01-01T00:00:00Z,168,49382995,Moscow,Der emes,1948,,,,,,,,,,,,,,
Barikht-fortrog tsum 17tn tsuzamenfor fun der Sovetisher komunistisher partey,"Stalin, Joseph",unknown,Отчетный доклад XVII съезду партии о работе ЦК ВКП(б) 26 января 1934 г.,Russian,,,,,nybc204688,1934-01-01T00:00:00Z,148,17679180,New York,Idisher byuro bam Tsentral-komitet fun der komunistisher partey fun di Fareynikte Shtatn,1934,,,,,,,,,,,,,,
Fragn fun Leninizm,"Stalin, Joseph",unknown,вопросы ленинизма,Russian,,,,,nybc210713,1936-01-01T00:00:00Z,148,382368327,Moscow,Emes,1936,,,,,,,,,,,,,,
Fragn fun Leninizm,"Stalin, Joseph",unknown,вопросы ленинизма,Russian,,,,,nybc211123,1926-01-01T00:00:00Z,138,38973059,Moscow,Shul un bukh,1926,,,,,,,,,,,,,,
Barikht-fortrog afn XvIII partay-tsuzamenfor vegn der arbet funem Ts. k. ALkP(B),"Stalin, Joseph",unknown,Отчетный доклад на XVIII съезде партии о работе ЦК ВКП(б) 10 марта 1939 года,Russian,,,,,nybc210716,1939-01-01T00:00:00Z,142,27251031,Moscow,Der emes,1939,,,,,,,,,,,,,,
"Far dem ""shvakhinkn"" fun der serye ""Yam dertseylungen""","Staniukovich, Konstantin","Grosman, Z.",unknown,Russian,,,,,nybc213258,1921-01-01T00:00:00Z,184,2366885,Białystok,Kultur lige,1921,,,,,,,,,,,,,,
Der moralisher ponem fun der revolyutsye,"Steinberg, Isaac","Friedman, Samuel",Нравственный облик революции,Russian,,,,,nybc201554,1925-01-01T00:00:00Z,226,126913765,Berlin,Naye gezelshaft,1925,,,,,,,,,,,,,,
Der moralisher ponem fun der revolyutsye,"Steinberg, Isaac","Friedman, Samuel",Нравственный облик революции,Russian,,,,,nybc202854,1927-01-01T00:00:00Z,159,137355898,Warsaw,Kh. Bzhoza,1927,,,,,,,,,,,,,,
Marya Spiridonova ir lebn un kamf,"Steinberg, Isaac",unknown,unknown,Russian,,,,,nybc210366,1937-01-01T00:00:00Z,170,243217964,Warsaw,Kh. Bzhoza,1937,,,,,,,,,,,,,,
Fun februar biz oktober 1917,"Steinberg, Isaac","Rapoport, Y.",От февраля по октябрь 1917,Russian,,,,,nybc211687,1928-01-01T00:00:00Z,158,77186064,Warsaw,Bzshoza,1928,,,,,,,,,,,,,,
khamishah asar oybs khamishah asar-taytlen,"Steinberg, Judah","Shapiro, Sh.",unknown,Hebrew,,,,,nybc204564,1919-01-01T00:00:00Z,157,6591447,New York,Maks Mayzel,1919,,,,,,,,,,,,,,
In yene tsaytn,"Steinberg, Judah","Epelboym, B.",בימים ההם,Hebrew,,,,,nybc204341,1922-01-01T00:00:00Z,209,28262712,Warsaw,Kultur lige,1922,,,,,,,,,,,,,,
Yehudah Shtaynberg,"Steinberg, Judah","Shapiro, Sh.",unknown,Hebrew,,anthology,,,nybc212092,1926-01-01T00:00:00Z,201,43100122,New York,"Farlag ""Folk-shul""",1926,,,,,,,,,,,,,,
Tsvey bageren Di nit farantferte kashes ; Lo sakhmoyd ; A roygez,"Steinberg, Judah","Shapiro, Sh.",unknown,Hebrew,,anthology,,,nybc213277,1918-01-01T00:00:00Z,179,6329912,New York,Maks N. Mayzel,1918,,,,,,,,,,,,,,
Di gefangene kale,"Steinberg, ","Shapiro, Sh.",unknown,Hebrew,,anthology,,,nybc213275,1918-01-01T00:00:00Z,186,7188264,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di geshikhte fun der arbeter-bavegung dray internatsyonaln,"Steklov, Yuri",unknown,История рабочего движения,Russian,,,,,nybc210715,1922-01-01T00:00:00Z,102,92880939,Kyiv,Alukrayinsher melukhe-farlag,1922,,,,,,,,,,,,,,
"Dos untererdishe Rusland Yakov Stepanovitsh, Sofia Perovskaya, valeryan Osinski, Peter krapotkin, Dmitri Lizogub, Hesye Helphman, vyera Zasulitsh, Dmitri klemens","Stepnyak-Kravchinsky, Sergey","Frumkin, A.",Подпольная Россия,Russian,,,,,nybc201522,1921-01-01T00:00:00Z,270,53251333,New York,Maks Mayzel,1921,,,,,,,,,,,,,,
In kamf far der Leninsher teorye a zamlung artiklen un redes,"Stetsky, Aleksey",unknown,unknown,Russian,,anthology,,,nybc211135,1934-01-01T00:00:00Z,114,42259153,Moscow,Emes,1934,,,,,,,,,,,,,,
Der eyntsiger un zayn eigetum = Der Einzige und sein Eigenthum,"Stirner, Max","Merison, Y. A.",Der Einzige und sein Eigentum,German,Q1193108,,,,nybc202888,1916-01-01T00:00:00Z,525,172501210,New York,Kropotkin literatur gezelshaft,1916,,,,,,,,,,,,,,
Di familye Raskin,"Stonov, Smitry","Rapoport, Y.",Семья Раскиных,Russian,,,,,nybc212120,1931-01-01T00:00:00Z,98,462995147,Warsaw,Kh. Bzhoza,1931,,,,,,,,,,,,,,
Feter Toms shtibl,"Stowe, Harriet Beecher","Rifkind, A.",Uncle Tom’s Cabin,English,Q2222,,,,fetertomssht00stow,1928-01-01T00:00:00Z,148,848684524,,B. Kletskin,1928,,,,,,,,,,,,,,
Onkel tom's kebin oder di shvartse shklaven in Amerike,"Stowe, Harriet Beecher","Jaffa, J.",Uncle Tom’s Cabin,English,Q2222,,,,nybc208875,1911-01-01T00:00:00Z,331,224914955,New York,Hibru Poblishing Kompani,1911,,,,,,,,,,,,,,
In himlishn okean,"Stratonov, Vsevolod","Sheynin, Mikhal",По небесному океану,Russian,,,,,nybc204892,1929-01-01T00:00:00Z,155,23371700,Warsaw,Kultur lige,1929,,,,,,,,,,,,,,
Di ferbrekher,"Strindberg, August","Baleyzen, L.",Brott och brott,Swedish,Q786299,,,,nybc212169,,73,117804840,New York,M. Yankovits,unknown,,,,,,,,,,,,,,
Far'n toyt,"Strindberg, August","Balazaen, L.",Inför döden,Swedish,Q10535423,,,,nybc211583,,72,30967997,New York,M. Yankovits,unknown,,,,,,,,,,,,,,
Ḥasene-hobn :,"Strindberg, August","Zilburg, M.",Giftas,Swedish,Q9293026,,,,nybc212746,1923-01-01T00:00:00Z,246,594686216,Vilne,B. Kletskin,1923,,,,,,,,,,,,,,
Frayleyn Yulya,"Strindberg, August","Shapiro, S.",Fröken Julie,Swedish,Q65526632,,,,nybc211582,1910-01-01T00:00:00Z,112,80581374,New York,Maks Mayzel,1910,,,,,,,,,,,,,,
Tserisen a familyen roman,"Strindberg, August",unknown,unknown,Swedish,,anthology,,,nybc208893,1919-01-01T00:00:00Z,131,30601397,New York,Literarisher farlag,1919,,,,,,,,,,,,,,
Di froy,"Strindberg, August",unknown,unknown,Swedish,,,,,nybc211707,1902-01-01T00:00:00Z,168,142521395,Warsaw,Farlag Yidish,1902,,,,,,,,,,,,,,
Der foter kameraden ; Muter-liebe un shtarkere ; Di ferbrekher ; Der toytn-tants ; Der vampir,"Strindberg, August","Baleyzen, L.",unknown,Swedish,,anthology,,2,nybc208910,,112,37366619,New York,M. Yankovits,unknown,,,,,,,,,,,,,,
Der foter kameraden ; Muter-liebe un shtarkere ; Di ferbrekher ; Der toytn-tants ; Der vampir,"Strindberg, August","Baleyzen, L.",unknown,Swedish,,anthology,,1,nybc208909,,148,35009976,New York,M. Yankovits,unknown,,,,,,,,,,,,,,
Der toyten-tants drama in fier akten,"Strindberg, August","Baleyzen, L.",Dödsdansen,Swedish,Q1639545,,,,nybc209041,1913-01-01T00:00:00Z,153,14136571,New York,M. Yankovitts un Zshukovski,1913,,,,,,,,,,,,,,
Der loyf kayn Fragala,"Stryjkowski, Julian","Sfard, David",Bieg do Fragalà,Polish,,,,,nybc211502,1955-01-01T00:00:00Z,174,116118576,Warsaw,"Farlag ""Yiddish Bukh""",1955,,,,,,,,,,,,,,
Yohannes Feyer drama in 4 akten,"Sudermann, Hermann","Baleyzen, L.",Johannisfeuer,German,Q23022080,,,,nybc202946,2021-09-19T00:00:00Z,123,20598230,New York,Yuropiyan hibru poblishing kompani,unknown,,,,,,,,,,,,,,
"Der eybiker Yid roman, in zeks teyl, mit 10 bilder","Sue, Eugene",unknown,Le Juif errant,French,Q2701079,,,,nybc205640,1927-01-01T00:00:00Z,148,87341747,Warsaw,A. Gitlin,1927,,,,,,,,,,,,,,
Geheymnise fun Pariz,"Sue, Eugene","Paley, John",Les Mystères de Paris,French,Q737501,,,2,nybc203197,2021-09-19T00:00:00Z,144,85181923,New York,Hibru poblishing kompani,unknown,,,,,,,,,,,,,,
Geheymnise fun Pariz,"Sue, Eugene","Paley, John",Les Mystères de Paris,French,Q737501,,,1,nybc203196,2021-09-19T00:00:00Z,174,90932635,New York,Hibru poblishing kompani,unknown,,,,,,,,,,,,,,
Mistore Pariz,"Sue, Eugene","Paley, John, 1871-1908",Les Mystères de Paris,French,Q737502,,,,nybc205128,2021-12-19T00:00:00Z,182,266108855,New York,Y.L. verbelovski,unknown,,,,,,,,,,,,,,
vifl emunes iz faran af der velt un velkhe iz rikhtiker,"Sukhov, A. A.","Shvarsman, M.",unknown,Russian,,,,,nybc202271,1925-01-01T00:00:00Z,179,8459321,Ukraine,Melukhe-farlag fun Ukrayne,1925,,,,,,,,,,,,,,
Di oyfgaben fun der tsukunft :,"Svetlov, S. Y.",unknown,unknown,Russian,,,,,nybc214900,1906-01-01T00:00:00Z,327,82063565,Saint-Peterburg,Der Avangard,1906,,,,,,,,,,,,,,
Di kleyne menshelekh do vert beshriben di rayze fun dem berihmten Guliver unter menshelekh azoy kleyn vi unzere finger,"Swift, Jonathan","Hermalin, D. M.",Gulliver’s Travels,English,Q181488,,,,nybc208854,2021-09-19T00:00:00Z,187,26260990,New York,Meʼir khinski,unknown,,,,,,,,,,,,,,
kleyne menshelekh,"Swift, Jonathan","Hermalin, D. M.",Gulliver’s Travels,English,Q181488,,,,nybc211643,1925-01-01T00:00:00Z,207,25143456,New York,Hibru poblishing kompani,1925,,,,,,,,,,,,,,
Algemeyne geshikhte :,"Szelągowski, Adam","Bornshteyn, Elim",Dzieje powszechne cywilizacji,Polish,,,,,nybc212668,1930-01-01T00:00:00Z,96,560427059,Warsaw,Populer visnshaftlekhe bibliotek,1930,,,,New York,,,,,,,,,,
Tsvishn tseylem un mezuze,"Szereszewska, Helena","Blumenfeld, Diana",Krzyż i mezuza,Polish,,translated from manuscript,,,nybc210511,1959-01-01T00:00:00Z,196,84181550,Buenos Aires,Tsentral-farband fun Poylishe Yidn in Argentine,1959,,,,,,,,,,,,,,
Bum un dreydl a maysehle,"Shklyar, Nikolai","Elkin, Mendl",Бум и юла,Russian,,,,,nybc213193,1921-01-01T00:00:00Z,185,10132826,Vilne,B. A. Kletskin,1921,,,,,,,,,,,,,,
Der gertner,"Tagore, Rabindranath","Burshtin, Libe",The Gardener,English,Q5717253,,,,nybc212392,1921-01-01T00:00:00Z,136,194094563,Białystok,A. Albek,1921,,,,,,,,Bengali,,,,,,
Natsionalizm,"Tagore, Rabindranath","Rapoport, Y.",Nationalism,English,,,,,nybc207748,1929-01-01T00:00:00Z,300,62797318,Vilne,B. Kletskin,1929,,,,,,,,,,,,,,
Der gertner,"Tagore, Rabindranath","Dubin, Oskar",The Gardener,English,Q5717253,,,,nybc207752,1915-01-01T00:00:00Z,194,17678105,Philadelphia,Ozer Bros,1915,,,,,,,,Bengali,,,,,,
Shpetzumer,"Tagore, Rabindranath","Nomberg, Hersh Dovid",unknown,English,,,,,nybc202633,1922-01-01T00:00:00Z,194,11455812,Warsaw,Kultur lige,1922,,,,,,,,Bengali,,,,,,
Filozofye fun der kunst,"Taine, Hyppolyte","Tsiper, B.",Philosophie de l'art,French,Q21034459,,,,nybc205363,1931-01-01T00:00:00Z,182,61961330,Warsaw,Yatshkovski,1931,,,,,,,,,,,,,,
Ḥadshi Stavros der royber hoyptmann,"About, Edmond","Tanenboym, A.",Le Roi des montagnes,French,Q3226571,,,,nybc212429,,112,163626119,New York,B. Rabinovitts,unknown,,,,,,,,,,,,,,
Di geheymnise fun Rusishen kayzerlikhen hoyf,unknown,"Tanenboym, A.",unknown,,,"Much like the above secrets, I cannot locate this book. Maybe it wasn’t actually translated? Most likely it was, but the original had a very different title. Maybe from French?",,1,nybc206759,1927-01-01T00:00:00Z,136,262882971,New York,Hibru Poblishing Kompani,1927,,,,,,,,,,,,,,
Di geheymnise fun Rusishen kayzerlikhen hoyf,unknown,"Tanenboym, A.",unknown,,,"Much like the above secrets, I cannot locate this book. Maybe it wasn’t actually translated? Most likely it was, but the original had a very different title. Maybe from French?",,4,nybc206762,1927-01-01T00:00:00Z,114,118081653,New York,Hibru Poblishing Kompani,1927,,,,,,,,,,,,,,
Di geheymnise fun Rusishen kayzerlikhen hoyf,unknown,"Tanenboym, A.",unknown,,,"Much like the above secrets, I cannot locate this book. Maybe it wasn’t actually translated? Most likely it was, but the original had a very different title. Maybe from French?",,3,nybc206761,1927-01-01T00:00:00Z,137,109711852,New York,Hibru Poblishing Kompani,1927,,,,,,,,,,,,,,
Di geheymnise fun Rusishen kayzerlikhen hoyf,unknown,"Tanenboym, A.",unknown,,,"Much like the above secrets, I cannot locate this book. Maybe it wasn’t actually translated? Most likely it was, but the original had a very different title. Maybe from French?",,2,nybc206760,1927-01-01T00:00:00Z,139,285951261,New York,Hibru Poblishing Kompani,1927,,,,,,,,,,,,,,
Ale mesholim fun Dubner Maged gezamelt un iberzetst fun zayne verk ...,"Kranz, Jacob ben Wolf",Tashrak,unknown,Hebrew,,Anthology of the Dubner Maggid’s work,,1,nybc205742,1925-01-01T00:00:00Z,320,51597148,New York,Tashrak,1925,,,,,,,,,,,,,,
Ale mesholim fun Dubner Maged gezamelt un iberzetst fun zayne verk ...,"Kranz, Jacob ben Wolf",Tashrak,unknown,Hebrew,,Anthology of the Dubner Maggid’s work,,2,nybc205743,1925-01-01T00:00:00Z,172,51593378,New York,Tashrak,1925,,,,,,,,,,,,,,
Lider un idilyes,"Tchernichovsky, Shaul","Shvartz, Y. Y.",unknown,Hebrew,,anthology,,,nybc207944,1957-01-01T00:00:00Z,311,28481891,New York,"der Idisher kehile un Shaʼul tshernikhovski-komitet fun karakas, venezuela",1957,,,,,,,,,,,,,,
L.N. tolstoy vegen Yiden,"Tenoromo, I.",unknown,unknown,Russian,,,,,nybc202259,1911-01-01T00:00:00Z,175,11438434,New York,Internatsyonale biblyothek ferlag ko.,1911,,,,Warsaw,,,,,,,,,,
driter lernyor,"Tetyurev, Vladimir","Dubinski, M.",Естествознание,Russian,,,,,nybc212839,1934-01-01T00:00:00Z,220,16082450,Kharkiv,Melukhe farlag far di natsyonale minderheytn in USSR,1934,,,,Kyiv,,,"Bryanski, Sh.",,,,,,,
